Crop,Rainfall,Water Source,Soil Type,Organic,Fertilizers Used,Climate,Season,Labor Availability,Yield
Mango,Abundant,Bore,Loamy,No,Urea,Tropical,Summer,High,44
Barley,Medium,Rain,Loamy,No,Urea,Temperate,Spring,High,71
Millet,Less/No Rain,Bore,Loamy,No,Urea,Dry,Summer,Low,51
Turmeric,Abundant,Rain,Clay,Yes,"Urea, DAP, Potash",Tropical,Autumn,High,61
Turmeric,Abundant,Rain,Clay,Yes,"DAP, Compost",Tropical,Autumn,Low,25
Soybean,Medium,Bore,Loamy,No,"DAP, Compost",Temperate,Spring,High,99
Cotton,Abundant,Bore,Sandy,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,28
Barley,Medium,Other,Sandy,No,Compost,Temperate,Spring,Low,59
Maize,Medium,Rain,Sandy,No,None,Temperate,Summer,Medium,43
Rice,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Summer,High,82
Maize,Less/No Rain,Rain,Loamy,Yes,"DAP, Compost",Temperate,Spring,High,64
Sugarcane,Abundant,Bore,Clay,Yes,"Urea, Potash",Tropical,Spring,High,26
Mango,Abundant,Bore,Sandy,Yes,None,Tropical,Summer,High,89
Soybean,Medium,Other,Sandy,Yes,Urea,Temperate,Summer,High,40
Grape,Medium,Other,Sandy,No,Urea,Temperate,Spring,Low,46
Rice,Abundant,Rain,Silt,Yes,Potash,Tropical,Summer,High,30
Cotton,Abundant,Bore,Saline,No,Compost,Dry,Summer,High,74
Millet,Less/No Rain,Other,Loamy,Yes,"Urea, Potash",Dry,Summer,High,40
Turmeric,Abundant,Bore,Loamy,No,Urea,Tropical,Summer,Low,31
Turmeric,Abundant,Bore,Loamy,No,DAP,Tropical,Summer,Medium,49
Rice,Abundant,Bore,Silt,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,91
Turmeric,Abundant,Rain,Loamy,Yes,Potash,Tropical,Autumn,High,57
Barley,Medium,Rain,Loamy,No,Urea,Temperate,Spring,High,32
Turmeric,Abundant,Other,Loamy,Yes,Compost,Tropical,Summer,Medium,87
Maize,Less/No Rain,Rain,Sandy,Yes,"Urea, Potash",Dry,Summer,Low,39
Wheat,Medium,Bore,Sandy,Yes,DAP,Temperate,Autumn,High,37
Grape,Medium,Rain,Sandy,Yes,None,Tropical,Summer,Low,81
Grape,Medium,Bore,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,62
Turmeric,Abundant,Rain,Clay,Yes,None,Tropical,Autumn,Medium,72
Soybean,Medium,Bore,Sandy,Yes,Compost,Temperate,Summer,Medium,89
Grape,Medium,Rain,Loamy,Yes,Potash,Tropical,Spring,High,45
Mango,Abundant,Rain,Loamy,No,None,Tropical,Spring,Medium,81
Millet,Less/No Rain,Bore,Sandy,Yes,"DAP, Compost",Dry,Summer,High,69
Grape,Medium,Bore,Loamy,Yes,None,Temperate,Spring,High,25
Grape,Medium,Rain,Loamy,Yes,Potash,Temperate,Spring,Low,63
Rice,Abundant,Other,Clay,No,DAP,Tropical,Summer,High,35
Wheat,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Spring,Medium,69
Mango,Abundant,Other,Loamy,No,"Urea, Potash",Tropical,Spring,Medium,57
Soybean,Medium,Rain,Loamy,Yes,None,Tropical,Spring,High,54
Rice,Abundant,Rain,Clay,No,"Urea, DAP, Potash",Tropical,Summer,Medium,32
Turmeric,Abundant,Other,Clay,Yes,Urea,Tropical,Summer,High,36
Maize,Less/No Rain,Other,Loamy,No,Compost,Temperate,Summer,Medium,98
Mango,Abundant,Bore,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,86
Sugarcane,Abundant,Bore,Clay,Yes,None,Tropical,Spring,Low,59
Cotton,Abundant,Rain,Saline,Yes,None,Dry,Summer,Low,31
Mango,Abundant,Rain,Loamy,No,Urea,Tropical,Spring,High,38
Wheat,Medium,Rain,Sandy,Yes,None,Temperate,Autumn,Medium,38
Sugarcane,Abundant,Bore,Loamy,Yes,None,Tropical,Spring,Low,64
Maize,Medium,Bore,Sandy,Yes,Urea,Dry,Spring,Medium,59
Maize,Medium,Rain,Sandy,Yes,"DAP, Compost",Dry,Spring,High,57
Mango,Abundant,Rain,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,90
Cotton,Abundant,Rain,Sandy,Yes,"Urea, Potash",Dry,Summer,Medium,34
Maize,Medium,Other,Sandy,Yes,Urea,Temperate,Spring,High,61
Cotton,Abundant,Rain,Sandy,Yes,DAP,Tropical,Summer,High,89
Soybean,Medium,Bore,Loamy,No,Compost,Temperate,Summer,Medium,51
Wheat,Medium,Other,Loamy,Yes,Urea,Temperate,Autumn,High,93
Soybean,Medium,Bore,Loamy,No,Potash,Temperate,Summer,Low,72
Cotton,Abundant,Other,Sandy,No,"Urea, Potash",Tropical,Summer,Medium,88
Mango,Abundant,Other,Sandy,No,"Urea, DAP, Potash",Tropical,Spring,Medium,26
Cotton,Abundant,Bore,Saline,No,DAP,Dry,Summer,High,57
Millet,Less/No Rain,Other,Loamy,No,DAP,Dry,Summer,Low,40
Wheat,Medium,Bore,Sandy,Yes,"DAP, Compost",Temperate,Autumn,High,45
Grape,Medium,Rain,Sandy,Yes,Urea,Tropical,Summer,High,54
Wheat,Medium,Other,Sandy,Yes,"Urea, Potash",Temperate,Spring,Low,96
Millet,Less/No Rain,Rain,Sandy,No,DAP,Dry,Summer,Medium,21
Cotton,Abundant,Rain,Sandy,No,"Urea, DAP, Potash",Dry,Summer,High,71
Cotton,Abundant,Other,Sandy,No,"DAP, Compost",Dry,Summer,High,55
Maize,Less/No Rain,Other,Sandy,Yes,Urea,Temperate,Summer,Low,95
Cotton,Abundant,Rain,Saline,No,Potash,Tropical,Summer,Medium,50
Sugarcane,Abundant,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,74
Barley,Medium,Bore,Loamy,No,"Urea, Potash",Temperate,Spring,High,85
Millet,Less/No Rain,Other,Loamy,Yes,"DAP, Compost",Dry,Summer,Medium,99
Soybean,Medium,Bore,Sandy,Yes,Urea,Temperate,Summer,Low,79
Sugarcane,Abundant,Bore,Clay,No,DAP,Tropical,Summer,Low,58
Turmeric,Abundant,Bore,Clay,No,DAP,Tropical,Summer,High,67
Mango,Abundant,Rain,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,High,86
Millet,Less/No Rain,Bore,Sandy,Yes,DAP,Dry,Summer,High,98
Rice,Abundant,Bore,Silt,No,Compost,Tropical,Summer,Medium,57
Soybean,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,55
Cotton,Abundant,Other,Saline,Yes,DAP,Dry,Summer,High,24
Grape,Medium,Other,Loamy,No,Potash,Temperate,Spring,High,85
Mango,Abundant,Bore,Loamy,No,Compost,Tropical,Spring,Medium,89
Maize,Medium,Bore,Sandy,No,"Urea, DAP, Potash",Dry,Summer,High,47
Rice,Abundant,Rain,Clay,Yes,Potash,Tropical,Summer,Medium,58
Millet,Less/No Rain,Rain,Sandy,No,"Urea, DAP, Potash",Dry,Summer,Low,99
Sugarcane,Abundant,Bore,Clay,No,"Urea, Potash",Tropical,Summer,Medium,38
Barley,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,23
Wheat,Medium,Bore,Sandy,No,Potash,Temperate,Autumn,Low,46
Rice,Abundant,Bore,Silt,Yes,DAP,Tropical,Summer,High,34
Turmeric,Abundant,Bore,Clay,No,Compost,Tropical,Autumn,Low,20
Millet,Less/No Rain,Rain,Sandy,No,"DAP, Compost",Dry,Summer,High,52
Rice,Abundant,Bore,Clay,Yes,None,Tropical,Summer,High,41
Barley,Medium,Other,Sandy,No,DAP,Temperate,Spring,Medium,45
Cotton,Abundant,Rain,Saline,No,None,Dry,Summer,Low,59
Cotton,Abundant,Other,Saline,Yes,Urea,Dry,Summer,Low,28
Mango,Abundant,Other,Loamy,No,None,Tropical,Spring,High,61
Cotton,Abundant,Other,Saline,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,30
Rice,Abundant,Bore,Silt,No,Urea,Tropical,Summer,High,86
Maize,Less/No Rain,Other,Loamy,No,None,Temperate,Summer,Medium,50
Turmeric,Abundant,Other,Loamy,Yes,"DAP, Compost",Tropical,Autumn,Medium,54
Soybean,Medium,Other,Loamy,Yes,"DAP, Compost",Tropical,Spring,High,24
Mango,Abundant,Other,Loamy,No,Potash,Tropical,Summer,Medium,66
Cotton,Abundant,Bore,Saline,No,None,Dry,Summer,Low,21
Mango,Abundant,Other,Loamy,No,"Urea, DAP, Potash",Tropical,Spring,Medium,79
Millet,Less/No Rain,Rain,Loamy,No,None,Dry,Summer,Low,23
Soybean,Medium,Bore,Sandy,Yes,Potash,Temperate,Spring,Low,87
Millet,Less/No Rain,Bore,Loamy,No,DAP,Dry,Summer,Medium,73
Turmeric,Abundant,Rain,Loamy,No,DAP,Tropical,Autumn,Low,43
Wheat,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Autumn,High,48
Cotton,Abundant,Rain,Sandy,No,"Urea, Potash",Tropical,Summer,High,49
Maize,Medium,Other,Sandy,No,"Urea, Potash",Dry,Summer,High,51
Cotton,Abundant,Other,Sandy,Yes,Potash,Tropical,Summer,High,74
Mango,Abundant,Other,Sandy,Yes,"DAP, Compost",Tropical,Spring,Low,71
Millet,Less/No Rain,Rain,Sandy,Yes,"Urea, Potash",Dry,Summer,Medium,61
Wheat,Medium,Other,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,High,42
Millet,Less/No Rain,Bore,Loamy,Yes,"Urea, DAP, Potash",Dry,Summer,Low,32
Maize,Medium,Bore,Sandy,Yes,"Urea, Potash",Temperate,Spring,High,51
Barley,Medium,Bore,Loamy,No,Compost,Temperate,Spring,Medium,60
Wheat,Medium,Other,Sandy,No,DAP,Temperate,Spring,Medium,30
Cotton,Abundant,Bore,Saline,Yes,Compost,Dry,Summer,High,53
Rice,Abundant,Bore,Clay,No,Potash,Tropical,Summer,Medium,35
Cotton,Abundant,Other,Saline,No,None,Dry,Summer,Low,58
Millet,Less/No Rain,Other,Loamy,No,"Urea, Potash",Dry,Summer,High,74
Maize,Less/No Rain,Other,Sandy,Yes,Compost,Temperate,Spring,High,34
Grape,Medium,Bore,Loamy,No,Urea,Temperate,Spring,High,21
Sugarcane,Abundant,Other,Loamy,Yes,"Urea, Potash",Tropical,Summer,Medium,82
Grape,Medium,Other,Loamy,No,None,Tropical,Spring,High,43
Wheat,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Spring,Low,78
Maize,Medium,Other,Loamy,No,Urea,Dry,Summer,High,36
Grape,Medium,Rain,Sandy,No,None,Temperate,Spring,High,53
Maize,Medium,Other,Sandy,No,DAP,Temperate,Summer,High,41
Sugarcane,Abundant,Bore,Loamy,Yes,"Urea, Potash",Tropical,Summer,Low,75
Cotton,Abundant,Other,Sandy,Yes,"DAP, Compost",Tropical,Summer,Low,66
Grape,Medium,Other,Sandy,Yes,Compost,Tropical,Summer,High,87
Maize,Medium,Rain,Sandy,Yes,Urea,Temperate,Spring,Low,54
Millet,Less/No Rain,Bore,Loamy,No,None,Dry,Summer,Medium,20
Barley,Medium,Rain,Sandy,Yes,"Urea, Potash",Temperate,Spring,High,47
Millet,Less/No Rain,Bore,Loamy,Yes,DAP,Dry,Summer,High,27
Mango,Abundant,Bore,Sandy,No,Urea,Tropical,Spring,Medium,31
Mango,Abundant,Bore,Sandy,No,Urea,Tropical,Summer,Medium,46
Rice,Abundant,Bore,Clay,No,"Urea, Potash",Tropical,Summer,Low,75
Maize,Less/No Rain,Other,Loamy,Yes,"Urea, Potash",Dry,Spring,Medium,85
Mango,Abundant,Other,Sandy,Yes,Compost,Tropical,Spring,Medium,97
Barley,Medium,Bore,Loamy,Yes,Urea,Temperate,Spring,Low,89
Millet,Less/No Rain,Other,Loamy,No,None,Dry,Summer,Low,83
Soybean,Medium,Bore,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,High,98
Grape,Medium,Rain,Loamy,Yes,"DAP, Compost",Tropical,Spring,Low,65
Grape,Medium,Rain,Sandy,Yes,DAP,Temperate,Summer,Low,36
Cotton,Abundant,Other,Saline,No,Urea,Dry,Summer,Medium,53
Soybean,Medium,Bore,Loamy,No,Potash,Tropical,Summer,High,98
Turmeric,Abundant,Other,Clay,No,"DAP, Compost",Tropical,Summer,Low,87
Sugarcane,Abundant,Bore,Loamy,Yes,Compost,Tropical,Summer,Low,72
Mango,Abundant,Other,Sandy,No,Potash,Tropical,Summer,Medium,78
Soybean,Medium,Bore,Loamy,Yes,DAP,Tropical,Spring,Medium,95
Grape,Medium,Other,Sandy,No,Compost,Temperate,Spring,Medium,78
Grape,Medium,Rain,Sandy,Yes,None,Temperate,Summer,Low,64
Cotton,Abundant,Bore,Saline,No,Urea,Dry,Summer,High,94
Cotton,Abundant,Other,Sandy,No,Compost,Tropical,Summer,Low,98
Mango,Abundant,Rain,Sandy,No,Potash,Tropical,Spring,Low,81
Wheat,Medium,Bore,Loamy,Yes,DAP,Temperate,Autumn,Low,33
Mango,Abundant,Other,Sandy,No,Compost,Tropical,Spring,High,76
Barley,Medium,Bore,Sandy,No,Potash,Temperate,Spring,Medium,92
Barley,Medium,Rain,Loamy,Yes,None,Temperate,Spring,High,58
Cotton,Abundant,Rain,Sandy,No,None,Tropical,Summer,Low,47
Turmeric,Abundant,Other,Loamy,Yes,DAP,Tropical,Summer,Low,66
Cotton,Abundant,Other,Saline,No,"Urea, DAP, Potash",Dry,Summer,Low,34
Wheat,Medium,Rain,Loamy,Yes,None,Temperate,Spring,Low,85
Turmeric,Abundant,Other,Clay,No,"Urea, DAP, Potash",Tropical,Autumn,Low,76
Turmeric,Abundant,Rain,Loamy,Yes,Urea,Tropical,Summer,High,41
Rice,Abundant,Bore,Silt,No,"Urea, DAP, Potash",Tropical,Summer,Medium,89
Rice,Abundant,Other,Silt,Yes,Compost,Tropical,Summer,Low,98
Cotton,Abundant,Rain,Saline,Yes,Potash,Dry,Summer,Medium,35
Mango,Abundant,Bore,Loamy,Yes,Urea,Tropical,Summer,Low,39
Mango,Abundant,Bore,Loamy,Yes,None,Tropical,Spring,Medium,31
Grape,Medium,Other,Loamy,Yes,Urea,Tropical,Summer,High,39
Soybean,Medium,Rain,Sandy,Yes,"Urea, Potash",Temperate,Spring,High,85
Wheat,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,High,24
Maize,Medium,Other,Sandy,Yes,Urea,Dry,Spring,Medium,90
Soybean,Medium,Rain,Sandy,No,Urea,Temperate,Summer,Medium,63
Cotton,Abundant,Bore,Saline,No,Urea,Tropical,Summer,Medium,56
Sugarcane,Abundant,Other,Clay,Yes,Potash,Tropical,Spring,Low,36
Sugarcane,Abundant,Rain,Loamy,No,DAP,Tropical,Summer,High,69
Millet,Less/No Rain,Rain,Sandy,Yes,Urea,Dry,Summer,Low,53
Mango,Abundant,Bore,Loamy,Yes,DAP,Tropical,Spring,Low,58
Soybean,Medium,Rain,Loamy,No,Potash,Temperate,Summer,Low,94
Maize,Less/No Rain,Other,Loamy,No,"Urea, DAP, Potash",Dry,Summer,High,51
Maize,Medium,Rain,Loamy,No,"Urea, Potash",Dry,Summer,High,20
Soybean,Medium,Rain,Loamy,No,"DAP, Compost",Temperate,Summer,Low,67
Rice,Abundant,Bore,Silt,No,Potash,Tropical,Summer,Medium,21
Grape,Medium,Bore,Loamy,Yes,Urea,Temperate,Summer,Low,51
Turmeric,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Autumn,Medium,60
Cotton,Abundant,Bore,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,High,35
Mango,Abundant,Bore,Loamy,No,Urea,Tropical,Spring,High,67
Sugarcane,Abundant,Bore,Clay,Yes,"DAP, Compost",Tropical,Spring,Low,66
Turmeric,Abundant,Other,Loamy,Yes,"DAP, Compost",Tropical,Summer,High,64
Wheat,Medium,Rain,Sandy,No,Urea,Temperate,Spring,Medium,40
Cotton,Abundant,Bore,Saline,No,None,Tropical,Summer,Medium,54
Grape,Medium,Other,Loamy,No,DAP,Temperate,Spring,High,81
Millet,Less/No Rain,Bore,Sandy,Yes,Urea,Dry,Summer,Medium,45
Barley,Medium,Other,Sandy,No,Potash,Temperate,Spring,Low,28
Grape,Medium,Rain,Loamy,No,Potash,Temperate,Spring,Medium,58
Mango,Abundant,Other,Loamy,No,"DAP, Compost",Tropical,Summer,High,80
Sugarcane,Abundant,Bore,Loamy,Yes,"Urea, Potash",Tropical,Summer,High,96
Wheat,Medium,Bore,Loamy,Yes,Compost,Temperate,Spring,High,41
Barley,Medium,Bore,Loamy,Yes,Potash,Temperate,Spring,High,58
Sugarcane,Abundant,Other,Loamy,No,"Urea, Potash",Tropical,Summer,Low,21
Turmeric,Abundant,Bore,Clay,No,DAP,Tropical,Autumn,Low,69
Soybean,Medium,Bore,Loamy,No,"DAP, Compost",Tropical,Spring,High,86
Turmeric,Abundant,Other,Clay,No,Urea,Tropical,Summer,High,92
Sugarcane,Abundant,Bore,Loamy,Yes,None,Tropical,Summer,Medium,87
Rice,Abundant,Bore,Clay,No,Potash,Tropical,Summer,High,89
Barley,Medium,Rain,Loamy,No,"Urea, Potash",Temperate,Spring,Low,72
Mango,Abundant,Rain,Loamy,Yes,Urea,Tropical,Spring,High,34
Millet,Less/No Rain,Rain,Loamy,No,None,Dry,Summer,Medium,54
Maize,Medium,Other,Sandy,No,"DAP, Compost",Temperate,Spring,High,55
Millet,Less/No Rain,Rain,Sandy,Yes,Urea,Dry,Summer,Low,40
Sugarcane,Abundant,Bore,Loamy,No,"DAP, Compost",Tropical,Summer,High,49
Barley,Medium,Rain,Sandy,No,DAP,Temperate,Spring,High,93
Turmeric,Abundant,Rain,Clay,Yes,None,Tropical,Summer,High,35
Sugarcane,Abundant,Rain,Loamy,No,Compost,Tropical,Summer,Medium,79
Mango,Abundant,Other,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,High,87
Cotton,Abundant,Other,Saline,No,"Urea, DAP, Potash",Dry,Summer,Low,38
Turmeric,Abundant,Rain,Clay,No,Urea,Tropical,Autumn,High,26
Mango,Abundant,Bore,Loamy,No,"DAP, Compost",Tropical,Summer,Low,44
Barley,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,High,63
Mango,Abundant,Bore,Loamy,Yes,None,Tropical,Spring,Medium,39
Cotton,Abundant,Bore,Saline,No,"Urea, Potash",Tropical,Summer,Low,24
Millet,Less/No Rain,Bore,Loamy,No,None,Dry,Summer,High,41
Cotton,Abundant,Rain,Saline,No,Compost,Tropical,Summer,Low,77
Barley,Medium,Other,Sandy,No,DAP,Temperate,Spring,Low,48
Turmeric,Abundant,Rain,Loamy,No,Compost,Tropical,Autumn,High,23
Wheat,Medium,Rain,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,Medium,23
Turmeric,Abundant,Other,Clay,Yes,Compost,Tropical,Summer,Medium,23
Maize,Medium,Other,Sandy,Yes,"DAP, Compost",Temperate,Spring,Medium,22
Barley,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,High,53
Mango,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Medium,81
Soybean,Medium,Other,Sandy,No,Urea,Temperate,Summer,Low,50
Maize,Medium,Bore,Loamy,No,"Urea, DAP, Potash",Temperate,Summer,Medium,84
Maize,Less/No Rain,Rain,Loamy,No,Urea,Temperate,Spring,Medium,97
Rice,Abundant,Bore,Clay,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,55
Millet,Less/No Rain,Rain,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,Medium,24
Mango,Abundant,Other,Loamy,No,None,Tropical,Spring,Medium,37
Mango,Abundant,Rain,Sandy,No,Compost,Tropical,Spring,Low,80
Millet,Less/No Rain,Rain,Loamy,No,DAP,Dry,Summer,Medium,33
Rice,Abundant,Other,Silt,Yes,Urea,Tropical,Summer,Medium,34
Rice,Abundant,Bore,Silt,No,Urea,Tropical,Summer,Low,20
Turmeric,Abundant,Rain,Clay,No,Urea,Tropical,Autumn,High,59
Rice,Abundant,Other,Silt,Yes,Potash,Tropical,Summer,Low,25
Soybean,Medium,Bore,Loamy,No,"DAP, Compost",Temperate,Summer,High,22
Soybean,Medium,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,High,86
Mango,Abundant,Bore,Sandy,No,None,Tropical,Summer,High,89
Grape,Medium,Other,Loamy,No,None,Tropical,Spring,Medium,55
Millet,Less/No Rain,Rain,Sandy,Yes,"Urea, Potash",Dry,Summer,High,69
Wheat,Medium,Bore,Sandy,No,None,Temperate,Spring,High,91
Cotton,Abundant,Rain,Saline,Yes,Urea,Dry,Summer,Medium,27
Barley,Medium,Rain,Loamy,Yes,Potash,Temperate,Spring,Medium,85
Maize,Less/No Rain,Other,Loamy,No,None,Temperate,Spring,High,22
Cotton,Abundant,Bore,Saline,No,None,Dry,Summer,High,68
Maize,Medium,Rain,Sandy,No,Compost,Dry,Spring,High,39
Cotton,Abundant,Rain,Saline,Yes,"Urea, Potash",Dry,Summer,Medium,48
Rice,Abundant,Bore,Clay,Yes,Compost,Tropical,Summer,Low,76
Rice,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,Medium,97
Grape,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Summer,Low,24
Maize,Less/No Rain,Rain,Loamy,No,None,Dry,Summer,Low,47
Sugarcane,Abundant,Other,Clay,No,Urea,Tropical,Spring,High,33
Grape,Medium,Other,Sandy,Yes,DAP,Temperate,Summer,Medium,69
Sugarcane,Abundant,Rain,Clay,No,Compost,Tropical,Summer,Low,66
Turmeric,Abundant,Rain,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,Low,22
Soybean,Medium,Bore,Sandy,No,Potash,Temperate,Spring,Medium,26
Mango,Abundant,Bore,Sandy,No,Urea,Tropical,Spring,Medium,25
Turmeric,Abundant,Other,Clay,No,"DAP, Compost",Tropical,Summer,High,43
Rice,Abundant,Bore,Clay,Yes,Compost,Tropical,Summer,High,42
Wheat,Medium,Other,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,High,82
Sugarcane,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Medium,72
Grape,Medium,Bore,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,Low,20
Barley,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Spring,Medium,25
Rice,Abundant,Bore,Silt,No,Potash,Tropical,Summer,Medium,49
Maize,Medium,Other,Sandy,Yes,Potash,Dry,Summer,Medium,89
Rice,Abundant,Rain,Silt,No,Potash,Tropical,Summer,Low,66
Grape,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,94
Mango,Abundant,Bore,Loamy,No,Potash,Tropical,Summer,High,96
Sugarcane,Abundant,Bore,Loamy,No,None,Tropical,Spring,High,84
Grape,Medium,Bore,Sandy,No,Compost,Tropical,Summer,Low,28
Soybean,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,Medium,25
Turmeric,Abundant,Other,Clay,Yes,DAP,Tropical,Summer,High,29
Rice,Abundant,Other,Clay,No,Potash,Tropical,Summer,Low,55
Wheat,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Autumn,High,63
Maize,Less/No Rain,Rain,Sandy,No,None,Temperate,Spring,Medium,69
Rice,Abundant,Bore,Silt,Yes,"Urea, Potash",Tropical,Summer,Medium,72
Maize,Medium,Rain,Loamy,Yes,"DAP, Compost",Dry,Spring,Low,82
Barley,Medium,Other,Loamy,No,"Urea, Potash",Temperate,Spring,High,64
Cotton,Abundant,Other,Saline,Yes,None,Dry,Summer,Medium,21
Maize,Less/No Rain,Other,Sandy,No,Potash,Temperate,Summer,High,61
Turmeric,Abundant,Rain,Clay,Yes,Urea,Tropical,Summer,Low,77
Barley,Medium,Other,Sandy,Yes,Compost,Temperate,Spring,High,78
Rice,Abundant,Bore,Clay,No,None,Tropical,Summer,High,42
Maize,Medium,Other,Loamy,Yes,Compost,Dry,Spring,Low,45
Millet,Less/No Rain,Other,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,Medium,41
Rice,Abundant,Rain,Silt,Yes,None,Tropical,Summer,Medium,85
Sugarcane,Abundant,Bore,Clay,Yes,Compost,Tropical,Spring,High,94
Mango,Abundant,Bore,Loamy,Yes,Compost,Tropical,Summer,Medium,53
Grape,Medium,Other,Loamy,Yes,DAP,Temperate,Summer,Low,67
Millet,Less/No Rain,Rain,Loamy,No,None,Dry,Summer,Medium,32
Mango,Abundant,Rain,Sandy,No,None,Tropical,Summer,Medium,66
Millet,Less/No Rain,Bore,Sandy,Yes,Urea,Dry,Summer,Low,54
Maize,Medium,Rain,Sandy,No,Compost,Temperate,Spring,Low,75
Rice,Abundant,Rain,Silt,Yes,"DAP, Compost",Tropical,Summer,High,56
Soybean,Medium,Rain,Sandy,Yes,None,Tropical,Summer,High,52
Cotton,Abundant,Rain,Saline,Yes,Potash,Tropical,Summer,High,62
Cotton,Abundant,Other,Sandy,Yes,Potash,Dry,Summer,Low,38
Soybean,Medium,Bore,Loamy,No,"DAP, Compost",Tropical,Spring,Medium,65
Turmeric,Abundant,Other,Loamy,No,Compost,Tropical,Summer,Medium,58
Cotton,Abundant,Rain,Sandy,No,"DAP, Compost",Dry,Summer,High,75
Grape,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Summer,Medium,93
Turmeric,Abundant,Bore,Clay,No,None,Tropical,Autumn,High,88
Millet,Less/No Rain,Other,Sandy,No,"DAP, Compost",Dry,Summer,High,85
Mango,Abundant,Other,Loamy,No,Compost,Tropical,Spring,Medium,35
Mango,Abundant,Bore,Loamy,Yes,None,Tropical,Summer,Low,35
Rice,Abundant,Other,Silt,Yes,Compost,Tropical,Summer,Low,93
Mango,Abundant,Bore,Sandy,Yes,DAP,Tropical,Summer,Low,61
Mango,Abundant,Bore,Loamy,No,Compost,Tropical,Spring,Medium,45
Rice,Abundant,Bore,Clay,No,None,Tropical,Summer,Medium,58
Rice,Abundant,Other,Clay,Yes,None,Tropical,Summer,Medium,66
Soybean,Medium,Other,Sandy,Yes,Potash,Tropical,Spring,Low,30
Soybean,Medium,Rain,Sandy,Yes,None,Temperate,Summer,Medium,77
Barley,Medium,Other,Sandy,Yes,Compost,Temperate,Spring,Low,69
Wheat,Medium,Other,Loamy,No,Potash,Temperate,Autumn,Low,95
Soybean,Medium,Bore,Loamy,No,None,Tropical,Summer,Low,50
Turmeric,Abundant,Other,Clay,Yes,Potash,Tropical,Autumn,Medium,45
Millet,Less/No Rain,Rain,Sandy,No,None,Dry,Summer,High,22
Wheat,Medium,Rain,Sandy,Yes,None,Temperate,Autumn,High,95
Barley,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,Medium,54
Sugarcane,Abundant,Bore,Clay,No,"Urea, Potash",Tropical,Summer,Medium,33
Millet,Less/No Rain,Other,Loamy,Yes,Compost,Dry,Summer,Low,23
Sugarcane,Abundant,Rain,Loamy,Yes,Compost,Tropical,Spring,Medium,93
Rice,Abundant,Other,Silt,No,DAP,Tropical,Summer,Low,84
Turmeric,Abundant,Other,Loamy,No,Potash,Tropical,Autumn,Medium,89
Turmeric,Abundant,Rain,Loamy,No,Urea,Tropical,Summer,Low,79
Wheat,Medium,Bore,Sandy,Yes,None,Temperate,Autumn,High,75
Rice,Abundant,Rain,Silt,Yes,DAP,Tropical,Summer,Low,70
Grape,Medium,Rain,Loamy,Yes,None,Tropical,Spring,Medium,21
Rice,Abundant,Other,Clay,No,Potash,Tropical,Summer,Medium,28
Sugarcane,Abundant,Other,Clay,No,Urea,Tropical,Spring,High,69
